Gene	gene_up	gene_down	length	meanSpacer	logLength	logSpacer	geneType	geneClusterType
YDR061W	438	691	1619	564.5	3.20924684875337	2.75166394626099	singletons	Singletons_in_ComplementCluster
YDR062W	691	504	1685	597.5	3.22659990520736	2.77633790962018	SSD	SSD_in_SSDCluster
YDR063W	504	346	449	425	2.65224634100332	2.62838893005031	singletons	Singletons_in_ComplementCluster
YDR064W	346	235	994	290.5	2.99738638439731	2.46314613672635	singletons	Singletons_in_ComplementCluster
YDR065W	235	124	1097	179.5	3.04020662757471	2.25406445291434	singletons	Singletons_in_ComplementCluster
YDR066C	293	124	590	208.5	2.77085201164214	2.31910605930978	WGD	WGD_in_WGDCluster
YDR067C	248	293	674	270.5	2.82865989653532	2.43216726944259	singletons	Singletons_in_WGDCluster
YDR068W	248	294	932	271	2.96941591235398	2.43296929087441	singletons	Singletons_in_WGDCluster
YDR069C	379	294	2780	336.5	3.44404479591808	2.52698506856	WGD	WGD_in_WGDCluster
YDR070C	448	379	281	413.5	2.44870631990508	2.61647551388857	singletons	Singletons_in_ComplementCluster
YDR071C	359	448	575	403.5	2.75966784468963	2.60584353905809	singletons	Singletons_in_ComplementCluster
YDR072C	1095	359	1583	727	3.19948091486236	2.86153441085904	SSD	SSD_in_SSDCluster
YDR073W	1095	945	509	1020	2.70671778233676	3.00860017176192	singletons	Singletons_in_ComplementCluster
YDR074W	945	573	2690	759	3.42975228000241	2.88024177589548	singletons	Singletons_in_ComplementCluster
YDR075W	573	386	926	479.5	2.96661098668193	2.68078861150668	singletons	Singletons_in_ComplementCluster
YDR076W	386	1105	1220	745.5	3.08635983067475	2.87244764778901	singletons	Singletons_in_ComplementCluster
YDR077W	1105	389	1016	747	3.0068937079479	2.8733206018154	WGD	WGD_in_WGDCluster
YDR078C	195	389	671	292	2.82672252016899	2.46538285144842	singletons	Singletons_in_ComplementCluster
YDR079W	195	194	335	194.5	2.52504480703685	2.28891960566173	singletons	Singletons_in_ComplementCluster
YDR079C-A	197	194	218	195.5	2.3384564936046	2.29114676173189	singletons	Singletons_in_ComplementCluster
YDR080W	197	318	2978	257.5	3.47392469341616	2.41077723337721	singletons	Singletons_in_ComplementCluster
YDR081C	360	318	2777	339	3.44357587975026	2.53019969820308	singletons	Singletons_in_ComplementCluster
YDR082W	360	148	1484	254	3.17143390094301	2.40483371661994	singletons	Singletons_in_ComplementCluster
YDR083W	148	154	1178	151	3.07114529045108	2.17897694729317	singletons	Singletons_in_ComplementCluster
YDR084C	284	154	599	219	2.77742682238931	2.34044411484012	singletons	Singletons_in_ComplementCluster
YDR085C	778	284	1862	531	3.26997967664532	2.72509452108147	WGD	WGD_in_WGDCluster
YDR086C	300	778	242	539	2.38381536598043	2.73158876518674	singletons	Singletons_in_ComplementCluster
YDR087C	191	300	836	245.5	2.92220627743902	2.39005149645899	singletons	Singletons_in_ComplementCluster
YDR088C	2467	191	1148	1329	3.05994188806195	3.12352498094273	singletons	Singletons_in_ComplementCluster
YDR089W	2467	345	2609	1406	3.41647407910022	3.14798532068381	singletons	Singletons_in_ComplementCluster
YDR090C	710	345	932	527.5	2.96941591235398	2.72222246396973	singletons	Singletons_in_ComplementCluster
YDR091C	1342	710	1826	1026	3.26150077319828	3.0111473607758	singletons	Singletons_in_ComplementCluster
YDR092W	1342	677	729	1009.5	2.86272752831797	3.00410632327966	singletons	Singletons_in_ComplementCluster
YDR093W	677	1019	4838	848	3.68466586402586	2.92839585225671	WGD	WGD_in_WGDCluster
YDR094W	5235	964	335	3099.5	2.52504480703685	3.49129164068759	WGD	WGD_in_WGDCluster
YDR095C	612	5512	410	3062	2.61278385671974	3.48600518636224	WGD	WGD_in_WGDCluster
YDR096W	612	286	2684	449	3.42878251149695	2.65224634100332	WGD	WGD_in_WGDCluster
YDR097C	341	286	3728	313.5	3.57147590368194	2.49623754516674	SSD	SSD_in_WGDCluster
YDR098C	7851	341	752	4096	2.87621784059164	3.61235994796777	WGD	WGD_in_WGDCluster
YDR099W	7851	585	1647	4218	3.21669359916975	3.62510657540347	WGD	WGD_in_WGDCluster
YDR100W	585	242	431	413.5	2.63447727016073	2.61647551388857	singletons	Singletons_in_ComplementCluster
YDR101C	181	242	1781	211.5	3.25066391946324	2.32531037171106	singletons	Singletons_in_ComplementCluster
YDR102C	370	181	332	275.5	2.52113808370404	2.4401216031878	singletons	Singletons_in_ComplementCluster
YDR103W	370	70	2753	220	3.43980621139333	2.34242268082221	singletons	Singletons_in_ComplementCluster
YDR104C	439	70	3737	254.5	3.57252309784964	2.40568778667278	singletons	Singletons_in_ComplementCluster
YDR105C	234	439	1421	336.5	3.15259407792747	2.52698506856	singletons	Singletons_in_ComplementCluster
YDR106W	234	1158	854	696	2.931457870689	2.84260923961056	singletons	Singletons_in_ComplementCluster
YDR107C	235	1158	2018	696.5	3.30492116190089	2.84292112075998	WGD	WGD_in_WGDCluster
YDR108W	235	155	2096	195	3.32139127831169	2.29003461136252	singletons	Singletons_in_WGDCluster
YDR109C	435	155	2147	295	3.33183204443625	2.46982201597816	SSD	SSD_in_WGDCluster
YDR110W	435	439	1700	437	3.23044892137827	2.64048143697042	singletons	Singletons_in_WGDCluster
YDR111C	732	439	1523	585.5	3.18269990333604	2.76752689940838	WGD	WGD_in_WGDCluster
YDR112W	1742	644	308	1193	2.48855071650044	3.07664044367034	WGD	WGD_in_WGDCluster
YDR113C	307	644	1121	475.5	3.04960561259497	2.67715052127343	singletons	Singletons_in_ComplementCluster
YDR114C	498	307	302	402.5	2.48000694295715	2.60476588470389	singletons	Singletons_in_ComplementCluster
YDR115W	558	232	317	395	2.50105926221775	2.59659709562646	singletons	Singletons_in_ComplementCluster
YDR116C	365	232	857	298.5	2.9329808219232	2.47494433546539	singletons	Singletons_in_ComplementCluster
YDR117C	239	365	1697	302	3.22968184231768	2.48000694295715	singletons	Singletons_in_ComplementCluster
YDR118W	239	387	1958	313	3.29181268746712	2.49554433754645	singletons	Singletons_in_ComplementCluster
YDR118W-A	2125	343	116	1234	2.06445798922692	3.09131515969722	singletons	Singletons_in_ComplementCluster
YDR119W	343	481	2306	412	3.36285930295868	2.61489721603313	singletons	Singletons_in_ComplementCluster
YDR119W-A	481	335	200	408	2.30102999566398	2.61066016308988	singletons	Singletons_in_ComplementCluster
YDR120C	324	335	1712	329.5	3.23350376034113	2.51785541893003	singletons	Singletons_in_ComplementCluster
YDR121W	324	525	590	424.5	2.77085201164214	2.62787769457997	singletons	Singletons_in_ComplementCluster
YDR122W	525	660	3194	592.5	3.50433491180246	2.77268835468214	WGD	WGD_in_WGDCluster
YDR123C	847	660	914	753.5	2.96094619573383	2.87708325665065	singletons	Singletons_in_WGDCluster
YDR124W	847	108	974	477.5	2.98855895687862	2.67897337591977	singletons	Singletons_in_WGDCluster
YDR125C	476	108	1361	292	3.13385812520333	2.46538285144842	WGD	WGD_in_WGDCluster
YDR126W	476	240	1010	358	3.00432137378264	2.55388302664387	SSD	SSD_in_SSDCluster
YDR127W	240	299	4766	269.5	3.67815403801044	2.43055876952276	singletons	Singletons_in_SSDCluster
YDR128W	299	345	3446	322	3.53731527311201	2.50785587169583	SSD	SSD_in_SSDCluster
YDR129C	368	345	2039	356.5	3.30941722577814	2.55205953418788	singletons	Singletons_in_SSDCluster
YDR130C	168	368	875	268	2.94200805302231	2.42813479402879	singletons	Singletons_in_SSDCluster
YDR131C	356	168	1670	262	3.22271647114758	2.41830129131975	SSD	SSD_in_SSDCluster
YDR132C	659	356	1487	507.5	3.17231096852195	2.70543604658525	WGD	WGD_in_SSDCluster
YDR133C	1707	659	335	1183	2.52504480703685	3.07298474462793	singletons	Singletons_in_SSDCluster
YDR135C	160	1707	4547	933.5	3.65772495420511	2.9701143222851	SSD	SSD_in_SSDCluster
YDR136C	2295	160	572	1227.5	2.75739602879302	3.08902150079501	singletons	Singletons_in_ComplementCluster
YDR137W	708	328	1991	518	3.29907126002741	2.71432975974523	singletons	Singletons_in_ComplementCluster
YDR138W	328	782	2258	555	3.35372393758895	2.74429298312268	singletons	Singletons_in_ComplementCluster
YDR139C	214	782	306	498	2.48572142648158	2.69722934275972	singletons	Singletons_in_ComplementCluster
YDR140W	214	98	665	156	2.8228216453031	2.19312459835446	singletons	Singletons_in_ComplementCluster
YDR141C	476	98	5096	287	3.70722941932729	2.45788189673399	singletons	Singletons_in_ComplementCluster
YDR142C	442	476	1127	459	3.05192391604611	2.66181268553726	singletons	Singletons_in_ComplementCluster
YDR143C	437	442	1832	439.5	3.26292546933183	2.64295887940979	singletons	Singletons_in_ComplementCluster
YDR144C	637	437	1790	537	3.25285303097989	2.72997428569956	WGD	WGD_in_WGDCluster
YDR145W	637	256	1619	446.5	3.20924684875337	2.64982146322457	singletons	Singletons_in_WGDCluster
YDR146C	889	256	2129	572.5	3.32817566143832	2.75777549101193	WGD	WGD_in_WGDCluster
YDR147W	889	440	1604	664.5	3.20520436394814	2.82249498527875	WGD	WGD_in_WGDCluster
YDR148C	489	440	1391	464.5	3.14332712999205	2.66698571832966	SSD	SSD_in_SSDCluster
YDR149C	7916	489	707	4202.5	2.8494194137969	3.62350772211151	singletons	Singletons_in_ComplementCluster
YDR150W	562	304	8246	433	3.91624333046534	2.63648789635337	singletons	Singletons_in_ComplementCluster
YDR151C	551	304	977	427.5	2.98989456371877	2.63093611906419	WGD	WGD_in_WGDCluster
YDR152W	551	233	797	392	2.90145832139611	2.59328606702046	singletons	Singletons_in_ComplementCluster
YDR153C	432	233	1235	332.5	3.09166695759568	2.52179164963912	singletons	Singletons_in_ComplementCluster
YDR154C	772	432	350	602	2.54406804435028	2.77959649125782	SSD	SSD_in_SSDCluster
YDR155C	525	541	488	533	2.68841982200271	2.72672720902657	SSD	SSD_in_SSDCluster
YDR156W	525	419	413	472	2.6159500516564	2.67394199863409	singletons	Singletons_in_ComplementCluster
YDR157W	931	25	401	478	2.60314437262018	2.67942789661212	singletons	Singletons_in_ComplementCluster
YDR158W	25	423	1097	224	3.04020662757471	2.35024801833416	singletons	Singletons_in_ComplementCluster
YDR159W	423	381	3905	402	3.59162103821332	2.60422605308447	singletons	Singletons_in_ComplementCluster
YDR160W	381	322	2558	351.5	3.40790054014264	2.54592532935584	singletons	Singletons_in_ComplementCluster
YDR161W	322	184	1163	253	3.06557971472845	2.40312052117582	singletons	Singletons_in_ComplementCluster
YDR162C	323	184	710	253.5	2.85125834871908	2.40397796366935	singletons	Singletons_in_ComplementCluster
YDR163W	323	91	527	207	2.72181061521255	2.31597034545692	singletons	Singletons_in_ComplementCluster
YDR164C	656	91	2174	373.5	3.33725953975028	2.57229060615142	singletons	Singletons_in_ComplementCluster
YDR165W	656	101	1334	378.5	3.12515582958053	2.57806588383609	singletons	Singletons_in_ComplementCluster
YDR166C	228	101	2915	164.5	3.46463855909503	2.21616590228599	singletons	Singletons_in_ComplementCluster
YDR167W	228	259	620	243.5	2.79239168949825	2.38649896555065	singletons	Singletons_in_ComplementCluster
YDR168W	259	500	1520	379.5	3.18184358794477	2.5792117802315	singletons	Singletons_in_ComplementCluster
YDR169C	685	500	1541	592.5	3.18780263871842	2.77268835468214	singletons	Singletons_in_ComplementCluster
YDR169C-A	1470	685	149	1077.5	2.17318626841227	3.03241727883277	singletons	Singletons_in_ComplementCluster
YDR170C	4399	1470	6029	2934.5	3.78024528386535	3.46753411384959	singletons	Singletons_in_ComplementCluster
YDR171W	4399	576	1127	2487.5	3.05192391604611	3.39576308941776	SSD	SSD_in_SSDCluster
YDR172W	576	184	2057	380	3.31323429169472	2.57978359661681	singletons	Singletons_in_ComplementCluster
YDR173C	478	184	1067	331	3.02816441942447	2.51982799377572	singletons	Singletons_in_ComplementCluster
YDR174W	478	343	740	410.5	2.86923171973098	2.61331316145546	singletons	Singletons_in_ComplementCluster
YDR175C	300	343	959	321.5	2.98181860717066	2.50718097726024	singletons	Singletons_in_ComplementCluster
YDR176W	300	318	2108	309	3.32387060654051	2.48995847942483	singletons	Singletons_in_ComplementCluster
YDR177W	318	425	647	371.5	2.8109042806687	2.56995881809659	singletons	Singletons_in_ComplementCluster
YDR178W	425	213	545	319	2.73639650227664	2.50379068305718	WGD	WGD_in_WGDCluster
YDR179C	237	213	488	225	2.68841982200271	2.35218251811136	singletons	Singletons_in_ComplementCluster
YDR179W-A	237	471	1391	354	3.14332712999205	2.54900326202579	singletons	Singletons_in_ComplementCluster
YDR180W	471	134	4481	302.5	3.65137494391304	2.48072537898849	singletons	Singletons_in_ComplementCluster
YDR181C	227	134	1445	180.5	3.15986784709257	2.25647720624168	singletons	Singletons_in_ComplementCluster
YDR182W	227	94	1475	160.5	3.16879202031418	2.20547503674089	singletons	Singletons_in_ComplementCluster
YDR182W-A	94	231	203	162.5	2.30749603791321	2.21085336531489	SSD	SSD_in_SSDCluster
YDR183W	231	120	692	175.5	2.84010609445676	2.24427712080184	singletons	Singletons_in_SSDCluster
YDR183C-A	1280	120	257	700	2.40993312333129	2.84509804001426	singletons	Singletons_in_SSDCluster
YDR184C	421	352	884	386.5	2.94645226501307	2.58714949825434	singletons	Singletons_in_SSDCluster
YDR185C	386	421	539	403.5	2.73158876518674	2.60584353905809	WGD	WGD_in_SSDCluster
YDR186C	736	386	2633	561	3.42045085910607	2.74896286125616	singletons	Singletons_in_SSDCluster
YDR187C	1646	736	518	1191	2.71432975974523	3.07591176148278	singletons	Singletons_in_SSDCluster
YDR188W	929	331	1640	630	3.2148438480477	2.79934054945358	singletons	Singletons_in_SSDCluster
YDR189W	331	212	2000	271.5	3.30102999566398	2.43376983392487	SSD	SSD_in_SSDCluster
YDR190C	342	212	1391	277	3.14332712999205	2.44247976906445	SSD	SSD_in_SSDCluster
YDR191W	342	120	1112	231	3.04610478724604	2.36361197989214	SSD	SSD_in_SSDCluster
YDR192C	1091	120	1292	605.5	3.11126251365907	2.78211414747907	SSD	SSD_in_SSDCluster
YDR193W	1105	1000	398	1052.5	2.59988307207369	3.02222210450771	SSD	SSD_in_SSDCluster
YDR194C	125	1000	1994	562.5	3.29972515397564	2.7501225267834	singletons	Singletons_in_SSDCluster
YDR194W-A	125	376	152	250.5	2.18184358794477	2.39880773020326	singletons	Singletons_in_SSDCluster
YDR195W	376	74	1601	225	3.2043913319193	2.35218251811136	singletons	Singletons_in_SSDCluster
YDR196C	229	74	725	151.5	2.86033800657099	2.18041263283832	singletons	Singletons_in_SSDCluster
YDR197W	229	136	1169	182.5	3.06781451116184	2.26126286879249	SSD	SSD_in_SSDCluster
YDR198C	203	136	1439	169.5	3.15806079393661	2.2291697025391	singletons	Singletons_in_ComplementCluster
YDR199W	203	1777	365	990	2.56229286445647	2.99563519459755	WGD	WGD_in_WGDCluster
YDR200C	224	307	1814	265.5	3.25863728272408	2.42406452541749	WGD	WGD_in_WGDCluster
YDR201W	224	84	497	154	2.69635638873333	2.18752072083646	singletons	Singletons_in_WGDCluster
YDR202C	184	84	1055	134	3.02325245963371	2.12710479836481	singletons	Singletons_in_WGDCluster
YDR203W	868	138	317	503	2.50105926221775	2.70156798505593	singletons	Singletons_in_WGDCluster
YDR204W	138	202	1007	170	3.00302947055362	2.23044892137827	singletons	Singletons_in_WGDCluster
YDR205W	202	534	2174	368	3.33725953975028	2.56584781867352	singletons	Singletons_in_WGDCluster
YDR206W	534	304	2654	419	3.42390091852842	2.6222140229663	WGD	WGD_in_WGDCluster
YDR207C	702	304	2510	503	3.39967372148104	2.70156798505593	singletons	Singletons_in_ComplementCluster
YDR208W	702	473	2339	587.5	3.36903022180915	2.76900787094377	singletons	Singletons_in_ComplementCluster
YDR209C	13278	473	413	6875.5	2.6159500516564	3.83730428640704	singletons	Singletons_in_ComplementCluster
YDR210W	511	13426	227	6968.5	2.35602585719312	3.84313930437769	singletons	Singletons_in_ComplementCluster
YDR211W	13278	367	2138	6822.5	3.33000770087276	3.83394354434193	SSD	SSD_in_SSDCluster
YDR212W	367	840	1679	603.5	3.22505069613805	2.78067727443337	singletons	Singletons_in_SSDCluster
YDR213W	840	383	2741	611.5	3.4379090355395	2.7863964613723	WGD	WGD_in_SSDCluster
YDR214W	383	162	1052	272.5	3.02201573981772	2.43536650661266	SSD	SSD_in_SSDCluster
YDR215C	533	162	413	347.5	2.6159500516564	2.54095480892613	singletons	Singletons_in_ComplementCluster
YDR216W	533	545	3971	539	3.59889988706388	2.73158876518674	singletons	Singletons_in_ComplementCluster
YDR217C	301	545	3929	423	3.59428202881181	2.62634036737504	singletons	Singletons_in_ComplementCluster
YDR218C	403	301	1271	352	3.10414555055401	2.54654266347813	singletons	Singletons_in_ComplementCluster
YDR219C	148	403	1397	275.5	3.14519640611418	2.4401216031878	singletons	Singletons_in_ComplementCluster
YDR220C	37	148	293	92.5	2.46686762035411	1.96614173273903	singletons	Singletons_in_ComplementCluster
YDR221W	37	616	2108	326.5	3.32387060654051	2.51388318561109	singletons	Singletons_in_ComplementCluster
YDR222W	616	798	1247	707	3.09586645347854	2.8494194137969	WGD	WGD_in_WGDCluster
YDR223W	798	815	1403	806.5	3.14705767102836	2.90660437172498	WGD	WGD_in_WGDCluster
YDR224C	818	815	395	816.5	2.59659709562646	2.91195618907269	SSD	SSD_in_SSDCluster
YDR225W	818	558	398	688	2.59988307207369	2.83758843823551	SSD	SSD_in_SSDCluster
YDR226W	558	417	668	487.5	2.82477646247555	2.68797462003456	SSD	SSD_in_SSDCluster
YDR227W	417	279	4076	348	3.61023417533439	2.54157924394658	singletons	Singletons_in_ComplementCluster
YDR228C	979	279	1880	629	3.27415784926368	2.79865064544527	singletons	Singletons_in_ComplementCluster
YDR229W	979	77	1361	528	3.13385812520333	2.72263392253381	singletons	Singletons_in_ComplementCluster
YDR230W	77	882	347	479.5	2.54032947479087	2.68078861150668	singletons	Singletons_in_ComplementCluster
YDR231C	542	147	617	344.5	2.79028516403324	2.53718922624364	singletons	Singletons_in_ComplementCluster
YDR232W	542	372	1646	457	3.21642983087625	2.65991620006985	SSD	SSD_in_SSDCluster
YDR233C	772	372	887	572	2.94792361983173	2.75739602879302	WGD	WGD_in_SSDCluster
YDR234W	772	294	2081	533	3.31827208021163	2.72672720902657	SSD	SSD_in_SSDCluster
YDR235W	294	98	1634	196	3.2132520521964	2.29225607135648	SSD	SSD_in_SSDCluster
YDR236C	723	98	656	410.5	2.81690383937566	2.61331316145546	singletons	Singletons_in_SSDCluster
YDR237W	723	402	878	562.5	2.9434945159061	2.7501225267834	singletons	Singletons_in_SSDCluster
YDR238C	241	402	2921	321.5	3.46553155697355	2.50718097726024	SSD	SSD_in_SSDCluster
YDR239C	254	241	2363	247.5	3.37346372163237	2.39357520326959	singletons	Singletons_in_SSDCluster
YDR240C	1655	254	1478	954.5	3.16967443405881	2.97977593272969	singletons	Singletons_in_SSDCluster
YDR241W	1731	1369	287	1550	2.45788189673399	3.19033169817029	singletons	Singletons_in_SSDCluster
YDR242W	1369	62	1649	715.5	3.21722065564452	2.8546096380958	singletons	Singletons_in_SSDCluster
YDR243C	279	62	1766	170.5	3.24699069924155	2.23172438332852	singletons	Singletons_in_SSDCluster
YDR244W	279	399	1838	339	3.26434550705009	2.53019969820308	SSD	SSD_in_SSDCluster
YDR245W	399	307	1181	353	3.07224989761351	2.54777470538782	SSD	SSD_in_SSDCluster
YDR246W	307	186	659	246.5	2.81888541459401	2.39181692361325	singletons	Singletons_in_ComplementCluster
YDR246W-A	186	680	200	433	2.30102999566398	2.63648789635337	singletons	Singletons_in_ComplementCluster
YDR247W	680	360	1385	520	3.14144977340047	2.7160033436348	WGD	WGD_in_WGDCluster
YDR248C	342	360	581	351	2.76417613239033	2.54530711646582	singletons	Singletons_in_WGDCluster
YDR249C	284	342	1121	313	3.04960561259497	2.49554433754645	singletons	Singletons_in_WGDCluster
YDR250C	253	284	275	268.5	2.43933269383026	2.42894429003557	singletons	Singletons_in_WGDCluster
YDR251W	253	306	2492	279.5	3.39654803798713	2.44638181222244	WGD	WGD_in_WGDCluster
YDR252W	306	129	449	217.5	2.65224634100332	2.33745926129066	WGD	WGD_in_WGDCluster
YDR253C	548	129	575	338.5	2.75966784468963	2.52955867302116	WGD	WGD_in_WGDCluster
YDR254W	548	68	1376	308	3.13861843389949	2.48855071650044	singletons	Singletons_in_ComplementCluster
YDR255C	311	68	1265	189.5	3.10209052551184	2.27760921430409	singletons	Singletons_in_ComplementCluster
YDR256C	310	311	1547	310.5	3.18949031369937	2.4920616045126	SSD	SSD_in_SSDCluster
YDR257C	334	310	1484	322	3.17143390094301	2.50785587169583	singletons	Singletons_in_SSDCluster
YDR258C	388	334	2435	361	3.38649896555065	2.55750720190566	SSD	SSD_in_SSDCluster
YDR259C	935	388	1151	661.5	3.06107532362979	2.82052984852352	WGD	WGD_in_WGDCluster
YDR260C	292	935	512	613.5	2.70926996097583	2.78781456706302	singletons	Singletons_in_ComplementCluster
YDR261C	13925	292	1688	7108.5	3.22737244228964	3.85177796775508	singletons	Singletons_in_ComplementCluster
YDR262W	13925	290	818	7107.5	2.91275330367132	3.85171686836248	singletons	Singletons_in_ComplementCluster
YDR263C	495	290	1292	392.5	3.11126251365907	2.59383966108127	WGD	WGD_in_WGDCluster
YDR264C	541	495	2294	518	3.36059341356525	2.71432975974523	WGD	WGD_in_WGDCluster
YDR265W	541	227	1013	384	3.00560944536028	2.58433122436753	singletons	Singletons_in_ComplementCluster
YDR266C	487	227	1919	357	3.28307497473547	2.55266821611219	singletons	Singletons_in_ComplementCluster
YDR267C	502	487	992	494.5	2.99651167215418	2.6941662959332	singletons	Singletons_in_ComplementCluster
YDR268W	502	522	1139	512	3.0565237240791	2.70926996097583	singletons	Singletons_in_ComplementCluster
YDR269C	2407	522	323	1464.5	2.5092025223311	3.16568937601762	SSD	SSD_in_SSDCluster
YDR270W	532	321	3014	426.5	3.47914324797861	2.62991903550354	SSD	SSD_in_SSDCluster
YDR271C	244	2407	371	1325.5	2.56937390961505	3.12237973206911	SSD	SSD_in_SSDCluster
YDR272W	244	342	824	293	2.91592721169712	2.46686762035411	WGD	WGD_in_WGDCluster
YDR273W	342	316	1097	329	3.04020662757471	2.51719589794997	WGD	WGD_in_WGDCluster
YDR274C	292	316	371	304	2.56937390961505	2.48287358360875	singletons	Singletons_in_WGDCluster
YDR275W	292	517	707	404.5	2.8494194137969	2.60691852594829	singletons	Singletons_in_WGDCluster
YDR276C	758	517	167	637.5	2.22271647114758	2.80448018910599	singletons	Singletons_in_WGDCluster
YDR277C	1299	758	1301	1028.5	3.11427729656159	3.01220429603074	WGD	WGD_in_WGDCluster
YDR278C	2050	1299	317	1674.5	2.50105926221775	3.22388515187589	singletons	Singletons_in_ComplementCluster
YDR279W	2050	327	1052	1188.5	3.02201573981772	3.0749991860642	singletons	Singletons_in_ComplementCluster
YDR280W	327	343	917	335	2.96236933567002	2.52504480703685	singletons	Singletons_in_ComplementCluster
YDR281C	1190	343	314	766.5	2.49692964807321	2.88451215919039	singletons	Singletons_in_ComplementCluster
YDR282C	315	1190	1244	752.5	3.0948203803548	2.87650650426588	singletons	Singletons_in_ComplementCluster
YDR283C	501	315	4979	408	3.69714212627546	2.61066016308988	SSD	SSD_in_SSDCluster
YDR284C	1017	501	869	759	2.93901977644867	2.88024177589548	SSD	SSD_in_SSDCluster
YDR285W	1017	168	2627	592.5	3.41946007278607	2.77268835468214	singletons	Singletons_in_SSDCluster
YDR286C	420	168	344	294	2.53655844257153	2.46834733041216	singletons	Singletons_in_SSDCluster
YDR287W	420	322	878	371	2.9434945159061	2.56937390961505	SSD	SSD_in_SSDCluster
YDR288W	322	174	911	248	2.959518376973	2.39445168082622	singletons	Singletons_in_SSDCluster
YDR289C	219	174	1229	196.5	3.08955188288645	2.29336255471145	singletons	Singletons_in_SSDCluster
YDR290W	1264	29	329	646.5	2.51719589794997	2.81056852921641	singletons	Singletons_in_SSDCluster
YDR291W	29	185	3233	107	3.50960570461156	2.02938377768521	singletons	Singletons_in_SSDCluster
YDR292C	629	185	1865	407	3.27067883614471	2.60959440922522	SSD	SSD_in_SSDCluster
YDR293C	1067	629	3752	848	3.57426282970703	2.92839585225671	SSD	SSD_in_SSDCluster
YDR294C	395	1067	1769	731	3.24772783290972	2.86391737695786	SSD	SSD_in_SSDCluster
YDR295C	565	395	2024	480	3.30621050816776	2.68124123737559	SSD	SSD_in_SSDCluster
YDR296W	565	659	680	612	2.83250891270624	2.78675142214556	singletons	Singletons_in_SSDCluster
YDR297W	659	576	1049	617.5	3.02077548819356	2.7906369619317	SSD	SSD_in_SSDCluster
YDR298C	813	576	638	694.5	2.80482067872116	2.84167225007363	singletons	Singletons_in_ComplementCluster
YDR299W	813	274	1604	543.5	3.20520436394814	2.73519954842231	singletons	Singletons_in_ComplementCluster
YDR300C	561	274	1286	417.5	3.1092409685882	2.62065647981962	WGD	WGD_in_WGDCluster
YDR301W	561	306	4073	433.5	3.609914410086	2.63698910181223	singletons	Singletons_in_WGDCluster
YDR302W	306	339	659	322.5	2.81888541459401	2.50852971897129	singletons	Singletons_in_WGDCluster
YDR303C	494	339	2657	416.5	3.42439155441028	2.61961500574281	WGD	WGD_in_WGDCluster
YDR304C	189	494	677	341.5	2.83058866868514	2.53339070801755	WGD	WGD_in_WGDCluster
YDR305C	247	189	742	218	2.87040390527903	2.3384564936046	singletons	Singletons_in_WGDCluster
YDR306C	694	247	1436	470.5	3.15715443990628	2.67255962776328	singletons	Singletons_in_WGDCluster
YDR307W	694	174	1988	434	3.29841638006129	2.63748972951251	singletons	Singletons_in_WGDCluster
YDR308C	599	174	422	386.5	2.62531245096167	2.58714949825434	singletons	Singletons_in_WGDCluster
YDR309C	929	599	1151	764	3.06107532362979	2.88309335857569	WGD	WGD_in_WGDCluster
YDR310C	749	929	3188	839	3.50351831272407	2.9237619608287	singletons	Singletons_in_WGDCluster
YDR311W	749	588	1928	668.5	3.28510702956681	2.825101411598	singletons	Singletons_in_WGDCluster
YDR312W	588	277	1361	432.5	3.13385812520333	2.63598611180083	WGD	WGD_in_WGDCluster
YDR313C	354	277	860	315.5	2.93449845124357	2.49899936358015	singletons	Singletons_in_ComplementCluster
YDR314C	230	354	2078	292	3.31764554322116	2.46538285144842	SSD	SSD_in_SSDCluster
YDR315C	177	230	845	203.5	2.92685670894969	2.30856441356124	singletons	Singletons_in_ComplementCluster
YDR316W	177	7006	1415	3591.5	3.15075643986031	3.55527587076932	singletons	Singletons_in_ComplementCluster
YDR317W	7006	330	1244	3668	3.0948203803548	3.56442932699798	singletons	Singletons_in_ComplementCluster
YDR318W	330	56	1189	193	3.07518185461869	2.28555730900777	singletons	Singletons_in_ComplementCluster
YDR319C	268	56	824	162	2.91592721169712	2.20951501454263	singletons	Singletons_in_ComplementCluster
YDR320C	179	268	2006	223.5	3.3023309286844	2.34927752746796	singletons	Singletons_in_ComplementCluster
YDR320C-A	204	179	218	191.5	2.3384564936046	2.28216877830464	singletons	Singletons_in_ComplementCluster
YDR320W-B	383	81	137	232	2.13672056715641	2.3654879848909	singletons	Singletons_in_ComplementCluster
YDR321W	81	742	1145	411.5	3.05880548667591	2.61436983954829	singletons	Singletons_in_ComplementCluster
YDR322W	742	311	1103	526.5	3.04257551244019	2.72139837552151	singletons	Singletons_in_ComplementCluster
YDR322C-A	187	311	290	249	2.46239799789896	2.39619934709574	singletons	Singletons_in_ComplementCluster
YDR323C	406	187	1547	296.5	3.18949031369937	2.47202469770028	singletons	Singletons_in_ComplementCluster
YDR324C	363	406	2330	384.5	3.36735592102602	2.58489634413745	singletons	Singletons_in_ComplementCluster
YDR325W	363	376	3107	369.5	3.49234125325497	2.56761444273084	singletons	Singletons_in_ComplementCluster
YDR326C	377	376	4316	376.5	3.63508143601087	2.57576498053672	WGD	WGD_in_WGDCluster
