chrom	start	end	Gene	codingDensity	geneType	geneClusterType
chrIX	24415	35048	YIL167W	0.498166	singletons	Singletons_in_SSDCluster
chrIX	25937	37566	YIL166C	0.370711	SSD	SSD_in_SSDCluster
chrIX	28717	39077	YIL165C	0.536583	singletons	Singletons_in_SSDCluster
chrIX	29086	39686	YIL164C	0.543208	singletons	Singletons_in_SSDCluster
chrIX	31898	42252	YIL163C	0.576685	singletons	Singletons_in_SSDCluster
chrIX	32384	43983	YIL162W	0.622123	singletons	Singletons_in_SSDCluster
chrIX	34432	45140	YIL161W	0.69901	singletons	Singletons_in_SSDCluster
chrIX	35190	46444	YIL160C	0.73636	SSD	SSD_in_SSDCluster
chrIX	36824	50952	YIL159W	0.887953	SSD	SSD_in_SSDCluster
chrIX	41200	51815	YIL158W	0.874706	WGD	WGD_in_WGDCluster
chrIX	41948	52542	YIL157C	0.910327	singletons	Singletons_in_WGDCluster
chrIX	42291	52693	YIL156W-A	0.908671	singletons	Singletons_in_WGDCluster
chrIX	42689	52973	YIL156W-B	0.907623	singletons	Singletons_in_WGDCluster
chrIX	43090	56306	YIL156W	0.894219	WGD	WGD_in_WGDCluster
chrIX	46758	58708	YIL155C	0.882845	singletons	Singletons_in_WGDCluster
chrIX	48980	60021	YIL154C	0.895843	singletons	Singletons_in_WGDCluster
chrIX	50197	61379	YIL153W	0.868718	SSD	SSD_in_WGDCluster
chrIX	51544	62252	YIL152W	0.885133	singletons	Singletons_in_WGDCluster
chrIX	52337	65694	YIL151C	0.90155	WGD	WGD_in_WGDCluster
chrIX	56012	67728	YIL150C	0.925999	singletons	Singletons_in_WGDCluster
chrIX	58027	73067	YIL149C	0.899003	WGD	WGD_in_WGDCluster
chrIX	63707	74528	YIL148W	0.849182	singletons	Singletons_in_ComplementCluster
chrIX	64790	78453	YIL147C	0.780283	singletons	Singletons_in_ComplementCluster
chrIX	69183	80773	YIL146C	0.765142	singletons	Singletons_in_ComplementCluster
chrIX	71353	82283	YIL145C	0.774931	singletons	Singletons_in_ComplementCluster
chrIX	73073	85149	YIL144W	0.768715	singletons	Singletons_in_ComplementCluster
chrIX	75509	88041	YIL143C	0.82413	singletons	Singletons_in_ComplementCluster
chrIX	78207	88540	YIL142C-A	0.919288	singletons	Singletons_in_ComplementCluster
chrIX	78301	89885	YIL142W	0.869044	singletons	Singletons_in_ComplementCluster
chrIX	80052	90442	YIL141W	0.848027	singletons	Singletons_in_ComplementCluster
chrIX	80365	92837	YIL140W	0.886786	singletons	Singletons_in_ComplementCluster
chrIX	82978	93716	YIL139C	0.809182	singletons	Singletons_in_ComplementCluster
chrIX	84229	94715	YIL138C	0.820427	WGD	WGD_in_WGDCluster
chrIX	84947	97788	YIL137C	0.784752	singletons	Singletons_in_WGDCluster
chrIX	88618	99800	YIL136W	0.722948	singletons	Singletons_in_WGDCluster
chrIX	90064	101375	YIL135C	0.74317	WGD	WGD_in_WGDCluster
chrIX	91521	101725	YIL134C-A	0.715308	singletons	Singletons_in_WGDCluster
chrIX	92110	102246	snR68	0.712313	singletons	Singletons_in_ComplementCluster
chrIX	92394	103330	YIL134W	0.684437	singletons	Singletons_in_WGDCluster
chrIX	93526	104416	YIL133C	0.750872	singletons	Singletons_in_WGDCluster
chrIX	94859	105287	YIL132C	0.754315	singletons	Singletons_in_WGDCluster
chrIX	95780	107235	YIL131C	0.7567	WGD	WGD_in_WGDCluster
chrIX	97781	110676	YIL130W	0.836526	SSD	SSD_in_SSDCluster
chrIX	101106	118237	YIL129C	0.882669	singletons	Singletons_in_ComplementCluster
chrIX	108805	121904	YIL128W	0.921063	singletons	Singletons_in_ComplementCluster
chrIX	112023	122644	YIL127C	0.848696	singletons	Singletons_in_ComplementCluster
chrIX	112991	127071	YIL126W	0.849361	SSD	SSD_in_SSDCluster
chrIX	117688	130733	YIL125W	0.733921	singletons	Singletons_in_SSDCluster
chrIX	121203	132097	YIL124W	0.669267	SSD	SSD_in_SSDCluster
chrIX	123150	134578	YIL123W	0.678596	WGD	WGD_in_SSDCluster
chrIX	125606	136662	YIL122W	0.618488	singletons	Singletons_in_SSDCluster
chrIX	127240	138869	YIL121W	0.604437	SSD	SSD_in_SSDCluster
chrIX	129413	141105	YIL120W	0.595108	WGD	WGD_in_SSDCluster
chrIX	131650	142874	YIL119C	0.553279	singletons	Singletons_in_SSDCluster
chrIX	134748	145444	YIL118W	0.614435	SSD	SSD_in_SSDCluster
chrIX	135609	146566	YIL117C	0.62362	WGD	WGD_in_SSDCluster
chrIX	137924	149082	YIL116W	0.650027	singletons	Singletons_in_SSDCluster
chrIX	139264	149636	YIL115W-A	0.747204	SSD	SSD_in_SSDCluster
chrIX	139323	153706	YIL115C	0.753946	SSD	SSD_in_SSDCluster
chrIX	144139	154985	YIL114C	0.845473	WGD	WGD_in_WGDCluster
chrIX	145555	156185	YIL113W	0.805927	WGD	WGD_in_WGDCluster
chrIX	146591	159843	YIL112W	0.828781	singletons	Singletons_in_WGDCluster
chrIX	150218	160762	YIL111W	0.791066	singletons	Singletons_in_WGDCluster
chrIX	151041	162175	YIL110W	0.821538	singletons	Singletons_in_WGDCluster
chrIX	152381	165162	YIL109C	0.852828	WGD	WGD_in_WGDCluster
chrIX	155883	167974	YIL108W	0.820197	singletons	Singletons_in_WGDCluster
chrIX	158274	170758	YIL107C	0.82778	SSD	SSD_in_WGDCluster
chrIX	161411	172441	YIL106W	0.848232	singletons	Singletons_in_WGDCluster
chrIX	162577	174638	YIL105C	0.751347	WGD	WGD_in_WGDCluster
chrIX	162660	172801	YIL105W-A	0.834928	WGD	WGD_in_WGDCluster
chrIX	164978	176502	YIL104C	0.729434	singletons	Singletons_in_ComplementCluster
chrIX	166747	178025	YIL103W	0.748714	SSD	SSD_in_SSDCluster
chrIX	168361	178589	YIL102C-A	0.736214	singletons	Singletons_in_SSDCluster
chrIX	169578	179884	YIL102C	0.726761	SSD	SSD_in_SSDCluster
chrIX	170303	182247	YIL101C	0.765405	singletons	Singletons_in_ComplementCluster
chrIX	172339	182678	YIL100C-A	0.752684	singletons	Singletons_in_ComplementCluster
chrIX	172369	182723	YIL100W	0.753042	singletons	Singletons_in_ComplementCluster
chrIX	173000	184650	YIL099W	0.711073	singletons	Singletons_in_ComplementCluster
chrIX	174768	185236	YIL098C	0.805025	singletons	Singletons_in_ComplementCluster
chrIX	175423	186974	YIL097W	0.846853	singletons	Singletons_in_ComplementCluster
chrIX	177113	188124	YIL096C	0.80692	singletons	Singletons_in_ComplementCluster
chrIX	178933	191366	YIL095W	0.831095	WGD	WGD_in_WGDCluster
chrIX	181513	192629	YIL094C	0.838521	singletons	Singletons_in_ComplementCluster
chrIX	182986	193781	YIL093C	0.809634	singletons	Singletons_in_ComplementCluster
chrIX	184062	195964	YIL092W	0.850949	singletons	Singletons_in_ComplementCluster
chrIX	186026	198192	YIL091C	0.713299	singletons	Singletons_in_ComplementCluster
chrIX	188591	200067	YIL090W	0.718892	singletons	Singletons_in_ComplementCluster
chrIX	190595	201213	YIL089W	0.716896	SSD	SSD_in_SSDCluster
chrIX	192927	204400	YIL088C	0.697376	singletons	Singletons_in_ComplementCluster
chrIX	194642	205116	YIL087C	0.662116	singletons	Singletons_in_ComplementCluster
chrIX	195149	205458	YIL086C	0.631487	singletons	Singletons_in_ComplementCluster
chrIX	195486	207040	YIL085C	0.68539	WGD	WGD_in_WGDCluster
chrIX	197272	208256	YIL084C	0.775401	singletons	Singletons_in_WGDCluster
chrIX	198552	209650	YIL083C	0.836727	singletons	Singletons_in_WGDCluster
chrIX	200631	215129	YIL082W-A	0.803145	singletons	Singletons_in_WGDCluster
chrIX	200631	211504	YIL082W	0.809252	singletons	Singletons_in_WGDCluster
chrIX	200631	215354	YIL080W	0.806154	singletons	Singletons_in_WGDCluster
chrIX	205919	217002	YIL079C	0.815122	WGD	WGD_in_WGDCluster
chrIX	207495	219700	YIL078W	0.806391	SSD	SSD_in_WGDCluster
chrIX	209987	220950	YIL077C	0.761379	singletons	Singletons_in_WGDCluster
chrIX	211654	222545	YIL076W	0.794693	singletons	Singletons_in_WGDCluster
chrIX	212859	225697	YIL075C	0.834008	SSD	SSD_in_WGDCluster
chrIX	216077	227487	YIL074C	0.792813	WGD	WGD_in_WGDCluster
chrIX	217933	230951	YIL073C	0.855585	singletons	Singletons_in_ComplementCluster
chrIX	221598	233416	YIL072W	0.77805	singletons	Singletons_in_ComplementCluster
chrIX	223546	234023	YIL071W-A	0.792212	singletons	Singletons_in_ComplementCluster
chrIX	223656	234991	YIL071C	0.80794	singletons	Singletons_in_ComplementCluster
chrIX	225268	236069	YIL070C	0.775391	singletons	Singletons_in_ComplementCluster
chrIX	226549	237366	YIL069C	0.831007	singletons	Singletons_in_ComplementCluster
chrIX	228009	238393	YIL068W-A	0.800847	singletons	Singletons_in_ComplementCluster
chrIX	228053	240471	YIL068C	0.833468	singletons	Singletons_in_ComplementCluster
chrIX	230720	242757	YIL067C	0.794716	singletons	Singletons_in_ComplementCluster
chrIX	232362	242806	YIL066W-A	0.809364	singletons	Singletons_in_ComplementCluster
chrIX	233095	245705	YIL066C	0.845837	WGD	WGD_in_WGDCluster
chrIX	236304	246772	YIL065C	0.772831	singletons	Singletons_in_WGDCluster
chrIX	236939	247713	YIL064W	0.731205	singletons	Singletons_in_WGDCluster
chrIX	237757	248741	YIL063C	0.687819	singletons	Singletons_in_WGDCluster
chrIX	238994	249459	YIL062C	0.631343	singletons	Singletons_in_WGDCluster
chrIX	239653	250556	YIL061C	0.597634	singletons	Singletons_in_WGDCluster
chrIX	241388	251823	YIL060W	0.636991	singletons	Singletons_in_WGDCluster
chrIX	241546	251912	YIL059C	0.634478	singletons	Singletons_in_WGDCluster
chrIX	241910	252195	YIL058W	0.632669	singletons	Singletons_in_WGDCluster
chrIX	242898	253393	YIL057C	0.646975	WGD	WGD_in_WGDCluster
chrIX	244988	256911	YIL056W	0.623669	WGD	WGD_in_WGDCluster
chrIX	247039	258923	YIL055C	0.573628	singletons	Singletons_in_WGDCluster
chrIX	249540	259858	YIL054W	0.679589	singletons	Singletons_in_WGDCluster
chrIX	250112	260865	YIL053W	0.706501	WGD	WGD_in_WGDCluster
chrIX	251223	262061	YIL052C	0.6611	singletons	Singletons_in_WGDCluster
chrIX	252841	263279	YIL051C	0.660376	WGD	WGD_in_WGDCluster
chrIX	253911	264769	YIL050W	0.673513	WGD	WGD_in_WGDCluster
chrIX	255156	265918	YIL049W	0.732392	singletons	Singletons_in_ComplementCluster
chrIX	256435	269891	YIL048W	0.763377	singletons	Singletons_in_ComplementCluster
chrIX	260097	270466	YIL047C-A	0.860739	singletons	Singletons_in_ComplementCluster
chrIX	260113	272822	YIL047C	0.837831	singletons	Singletons_in_ComplementCluster
chrIX	263307	273472	YIL046W-A	0.839941	singletons	Singletons_in_ComplementCluster
chrIX	263649	275572	YIL046W	0.829489	SSD	SSD_in_SSDCluster
chrIX	266159	277776	YIL045W	0.80408	WGD	WGD_in_SSDCluster
chrIX	267948	278845	YIL044C	0.776452	SSD	SSD_in_SSDCluster
chrIX	269070	279925	YIL043C	0.817688	singletons	Singletons_in_SSDCluster
chrIX	270106	281291	YIL042C	0.803844	SSD	SSD_in_SSDCluster
chrIX	271523	282504	YIL041W	0.853656	SSD	SSD_in_SSDCluster
chrIX	272721	283138	YIL040W	0.809638	singletons	Singletons_in_SSDCluster
chrIX	273424	284846	YIL039W	0.841446	singletons	Singletons_in_SSDCluster
chrIX	275140	287651	YIL038C	0.816641	SSD	SSD_in_SSDCluster
chrIX	278027	289998	YIL037C	0.807953	singletons	Singletons_in_SSDCluster
chrIX	280664	292428	YIL036W	0.791652	WGD	WGD_in_SSDCluster
chrIX	282788	293907	YIL035C	0.773631	SSD	SSD_in_SSDCluster
chrIX	284224	295088	YIL034C	0.790317	singletons	Singletons_in_SSDCluster
chrIX	285417	296668	YIL033C	0.821794	singletons	Singletons_in_SSDCluster
chrIX	286959	297316	YIL032C	0.83026	singletons	Singletons_in_SSDCluster
chrIX	287631	300736	YIL031W	0.833193	SSD	SSD_in_SSDCluster
chrIX	290563	300902	YIL030W-A	0.85753	SSD	SSD_in_SSDCluster
chrIX	291048	305008	YIL030C	0.722994	singletons	Singletons_in_SSDCluster
chrIX	294733	305105	YIL029W-A	0.685596	singletons	Singletons_in_SSDCluster
chrIX	295826	306255	YIL029C	0.687314	SSD	SSD_in_SSDCluster
chrIX	297097	307496	YIL028W	0.700452	singletons	Singletons_in_ComplementCluster
chrIX	298676	309102	YIL027C	0.672741	singletons	Singletons_in_ComplementCluster
chrIX	299474	312927	YIL026C	0.642608	singletons	Singletons_in_ComplementCluster
chrIX	303198	313573	YIL025C	0.754892	singletons	Singletons_in_ComplementCluster
chrIX	303599	314169	YIL024C	0.797351	singletons	Singletons_in_ComplementCluster
chrIX	304383	315424	YIL023C	0.813785	singletons	Singletons_in_ComplementCluster
chrIX	306162	317458	YIL022W	0.769919	singletons	Singletons_in_ComplementCluster
chrIX	307902	318859	YIL021W	0.738432	SSD	SSD_in_SSDCluster
chrIX	308196	318466	YIL021C-A	0.747128	SSD	SSD_in_SSDCluster
chrIX	308710	319049	YIL020C-A	0.751523	SSD	SSD_in_SSDCluster
chrIX	309032	319818	YIL020C	0.761821	singletons	Singletons_in_ComplementCluster
chrIX	310090	321131	YIL019W	0.771488	singletons	Singletons_in_ComplementCluster
chrIX	311765	322930	YIL018W	0.774922	singletons	Singletons_in_ComplementCluster
chrIX	313197	325963	YIL017C	0.716904	singletons	Singletons_in_ComplementCluster
chrIX	316451	326931	YIL016W	0.698569	singletons	Singletons_in_ComplementCluster
chrIX	317339	329103	YIL015W	0.740224	singletons	Singletons_in_ComplementCluster
chrIX	320209	330524	YIL014C-A	0.729617	SSD	SSD_in_SSDCluster
chrIX	321100	332993	YIL014W	0.730514	WGD	WGD_in_SSDCluster
chrIX	323204	337440	YIL013C	0.684251	SSD	SSD_in_SSDCluster
chrIX	328008	338401	YIL012W	0.638314	singletons	Singletons_in_SSDCluster
chrIX	328723	339533	YIL011W	0.583534	SSD	SSD_in_SSDCluster
chrIX	329878	340526	YIL010W	0.577198	singletons	Singletons_in_SSDCluster
chrIX	330662	341209	YIL009C-A	0.573149	singletons	Singletons_in_SSDCluster
chrIX	334340	346425	YIL009W	0.520894	SSD	SSD_in_SSDCluster
chrIX	337532	347832	YIL008W	0.60932	singletons	Singletons_in_SSDCluster
chrIX	337990	348653	YIL007C	0.641095	singletons	Singletons_in_SSDCluster
chrIX	339058	350180	YIL006W	0.69394	WGD	WGD_in_SSDCluster
chrIX	340688	352794	YIL005W	0.725838	singletons	Singletons_in_SSDCluster
chrIX	342942	353502	YIL004C	0.793939	singletons	Singletons_in_SSDCluster
chrIX	344118	355000	YIL003W	0.801783	SSD	SSD_in_SSDCluster
chrIX	345297	355507	YIL002W-A	0.797356	singletons	Singletons_in_ComplementCluster
chrIX	345587	358428	YIL002C	0.771825	singletons	Singletons_in_ComplementCluster
chrIX	348936	360478	YIL001W	0.797955	singletons	Singletons_in_ComplementCluster
chrIX	351139	361892	YIR001C	0.797638	singletons	Singletons_in_ComplementCluster
chrIX	352411	365393	YIR002C	0.77646	singletons	Singletons_in_ComplementCluster
chrIX	355881	367921	YIR003W	0.828904	singletons	Singletons_in_ComplementCluster
chrIX	358217	369516	YIR004W	0.88645	SSD	SSD_in_SSDCluster
chrIX	359885	370332	YIR005W	0.836317	singletons	Singletons_in_SSDCluster
chrIX	360462	374905	YIR006C	0.837084	SSD	SSD_in_SSDCluster
chrIX	365700	377995	YIR007W	0.854738	singletons	Singletons_in_ComplementCluster
chrIX	368073	379303	YIR008C	0.819679	singletons	Singletons_in_ComplementCluster
chrIX	369521	379857	YIR009W	0.79644	singletons	Singletons_in_ComplementCluster
chrIX	370427	382158	YIR010W	0.780581	singletons	Singletons_in_ComplementCluster
chrIX	372283	383243	YIR011C	0.767701	singletons	Singletons_in_ComplementCluster
chrIX	373482	384778	YIR012W	0.73079	singletons	Singletons_in_ComplementCluster
chrIX	375015	385381	YIR013C	0.739244	SSD	SSD_in_SSDCluster
chrIX	376082	386811	YIR014W	0.666045	singletons	Singletons_in_ComplementCluster
chrIX	376944	387379	YIR015W	0.602204	singletons	Singletons_in_ComplementCluster
chrIX	377624	388422	YIR016W	0.530561	WGD	WGD_in_WGDCluster
chrIX	378552	389116	YIR017C	0.477092	singletons	Singletons_in_WGDCluster
chrIX	378562	389162	YIR017W-A	0.474528	singletons	Singletons_in_WGDCluster
chrIX	379605	390343	YIR018W	0.443472	WGD	WGD_in_WGDCluster
chrIX	380560	390698	YIR018C-A	0.451568	singletons	Singletons_in_ComplementCluster
chrIX	384568	398672	YIR019C	0.674419	SSD	SSD_in_SSDCluster
chrIX	388880	402079	ICR1	0.871051	singletons	Singletons_in_ComplementCluster
chrIX	389251	399554	YIR020C	0.89207	singletons	Singletons_in_ComplementCluster
chrIX	389913	400156	YIR020W-A	0.901006	singletons	Singletons_in_ComplementCluster
chrIX	390995	401936	PWR1	0.907321	singletons	Singletons_in_ComplementCluster
chrIX	392211	402946	YIR020C-B	0.89306	WGD	WGD_in_WGDCluster
chrIX	392290	403382	YIR021W	0.896502	WGD	WGD_in_WGDCluster
chrIX	393510	403723	YIR021W-A	0.871243	singletons	Singletons_in_ComplementCluster
chrIX	393729	404233	YIR022W	0.880236	singletons	Singletons_in_ComplementCluster
chrIX	394773	407686	YIR023W	0.879734	singletons	Singletons_in_ComplementCluster
chrIX	397379	407703	YIR023C-A	0.860713	singletons	Singletons_in_ComplementCluster
chrIX	397837	408488	YIR024C	0.793541	singletons	Singletons_in_ComplementCluster
chrIX	398655	409762	YIR025W	0.813541	singletons	Singletons_in_ComplementCluster
chrIX	399869	410964	YIR026C	0.823704	singletons	Singletons_in_ComplementCluster
chrIX	401256	412639	YIR027C	0.810858	singletons	Singletons_in_ComplementCluster
chrIX	403464	415372	YIR028W	0.790309	SSD	SSD_in_SSDCluster
chrIX	405803	416835	YIR029W	0.752629	singletons	Singletons_in_SSDCluster
chrIX	407032	417767	YIR030C	0.772986	singletons	Singletons_in_SSDCluster
chrIX	407895	418279	YIR030W-A	0.789965	SSD	SSD_in_SSDCluster
chrIX	408011	419676	YIR031C	0.810201	SSD	SSD_in_SSDCluster
chrIX	410026	420614	YIR032C	0.83368	singletons	Singletons_in_SSDCluster
chrIX	411120	424462	YIR033W	0.836456	WGD	WGD_in_SSDCluster
chrIX	414611	425733	YIR034C	0.723071	singletons	Singletons_in_SSDCluster
chrIX	416022	426787	YIR035C	0.686391	SSD	SSD_in_SSDCluster
chrIX	417070	427862	YIR036C	0.596646	SSD	SSD_in_SSDCluster
chrIX	417631	428033	YIR036W-A	0.565084	SSD	SSD_in_SSDCluster
chrIX	418124	428616	YIR037W	0.513248	WGD	WGD_in_WGDCluster
chrIX	418805	429510	YIR038C	0.439421	singletons	Singletons_in_ComplementCluster
chrIX	425493	437107	YIR039C	0.267005	singletons	Singletons_in_ComplementCluster
chrIX	428384	438717	YIR040C	0.378593	singletons	Singletons_in_ComplementCluster
chrIX	428924	439299	YIR041W	0.37706	singletons	Singletons_in_ComplementCluster
chrIX	430269	439885	YIR042C	0.406822	singletons	Singletons_in_ComplementCluster
chrIX	432039	439885	YIR043C	0.301555	singletons	Singletons_in_ComplementCluster
chrIX	432990	439885	YIR044C	0.333285	singletons	Singletons_in_ComplementCluster
chrM	1	9415	Q0017	0.224453	singletons	Singletons_in_ComplementCluster
chrM	1	9338	Q0010	0.226304	singletons	Singletons_in_ComplementCluster
chrM	1545	13194	15S_rRNA	0.20637	singletons	Singletons_in_ComplementCluster
chrM	6666	16957	Q0032	0.481877	singletons	Singletons_in_ComplementCluster
chrM	8817	26935	Q0065	0.727177	singletons	Singletons_in_ComplementCluster
chrM	8817	23830	Q0055	0.686339	singletons	Singletons_in_ComplementCluster
chrM	8817	21322	Q0050	0.623431	singletons	Singletons_in_ComplementCluster
chrM	8817	31701	Q0045	0.6224	singletons	Singletons_in_ComplementCluster
chrM	8817	24996	Q0060	0.708944	singletons	Singletons_in_ComplementCluster
chrM	8817	28167	Q0070	0.688475	singletons	Singletons_in_ComplementCluster
chrM	19155	30255	Q0075	0.763333	singletons	Singletons_in_ComplementCluster
chrM	22665	32812	Q0080	0.503006	singletons	Singletons_in_ComplementCluster
chrM	23486	34266	Q0085	0.39731	singletons	Singletons_in_ComplementCluster
chrM	25873	36014	Q0092	0.186964	singletons	Singletons_in_ComplementCluster
chrM	31539	48647	Q0105	0.428981	singletons	Singletons_in_ComplementCluster
chrM	31539	43579	Q0110	0.584718	singletons	Singletons_in_ComplementCluster
chrM	31539	45265	Q0115	0.517849	singletons	Singletons_in_ComplementCluster
chrM	31539	47251	Q0120	0.467095	singletons	Singletons_in_ComplementCluster
chrM	41722	51953	Q0130	0.359984	singletons	Singletons_in_ComplementCluster
chrM	43900	55097	Q0140	0.186479	singletons	Singletons_in_ComplementCluster
chrM	46051	56228	Q0142	0.205169	singletons	Singletons_in_ComplementCluster
chrM	46276	56429	Q0143	0.205654	singletons	Singletons_in_ComplementCluster
chrM	49108	59438	Q0144	0.298064	singletons	Singletons_in_ComplementCluster
chrM	53008	67447	21S_rRNA	0.358335	singletons	Singletons_in_ComplementCluster
chrM	56021	66729	Q0160	0.452372	singletons	Singletons_in_ComplementCluster
chrM	60769	71174	Q0182	0.200192	singletons	Singletons_in_ComplementCluster
chrM	68757	79513	Q0250	0.235032	singletons	Singletons_in_ComplementCluster
chrM	69494	80984	Q0255	0.264317	singletons	Singletons_in_ComplementCluster
chrM	74212	85022	Q0275	0.238853	singletons	Singletons_in_ComplementCluster
chrM	80294	85858	RPM1	0.0868081	singletons	Singletons_in_ComplementCluster
chrM	80553	85858	Q0297	0.0910462	singletons	Singletons_in_ComplementCluster
chrV	1	10114	YEL076C	0.595867	SSD	SSD_in_SSDCluster
chrV	1	10114	YEL076C-A	0.595867	SSD	SSD_in_SSDCluster
chrV	1	10481	YEL075W-A	0.575	SSD	SSD_in_SSDCluster
chrV	1	6612	YEL077W-A	0.862502	singletons	Singletons_in_ComplementCluster
chrV	1	9097	YEL077C	0.662489	singletons	Singletons_in_ComplementCluster
chrV	344	10713	YEL075C	0.573344	SSD	SSD_in_SSDCluster
chrV	1125	11464	YEL074W	0.499468	singletons	Singletons_in_ComplementCluster
chrV	2229	12553	YEL073C	0.393258	singletons	Singletons_in_ComplementCluster
chrV	8719	19415	YEL072W	0.204469	singletons	Singletons_in_ComplementCluster
chrV	11354	22845	YEL071W	0.435558	SSD	SSD_in_SSDCluster
chrV	14588	26097	YEL070W	0.436875	SSD	SSD_in_SSDCluster
chrV	16536	28231	YEL069C	0.550577	SSD	SSD_in_SSDCluster
chrV	20645	30978	YEL068C	0.635537	singletons	Singletons_in_SSDCluster
chrV	21188	31776	YEL067C	0.61003	SSD	SSD_in_SSDCluster
chrV	21666	32206	YEL066W	0.641271	SSD	SSD_in_SSDCluster
chrV	22656	34543	YEL065W	0.602843	singletons	Singletons_in_SSDCluster
chrV	24796	36239	YEL064C	0.724198	singletons	Singletons_in_SSDCluster
chrV	26693	38466	YEL063C	0.798097	WGD	WGD_in_SSDCluster
chrV	29406	41254	YEL062W	0.79448	singletons	Singletons_in_SSDCluster
chrV	31534	44537	YEL061C	0.796124	SSD	SSD_in_SSDCluster
chrV	35045	46953	YEL060C	0.758314	WGD	WGD_in_SSDCluster
chrV	37399	47624	YEL059C-A	0.724988	singletons	Singletons_in_SSDCluster
chrV	37651	47960	YEL059W	0.727229	singletons	Singletons_in_SSDCluster
chrV	38251	49925	YEL058W	0.750814	singletons	Singletons_in_SSDCluster
chrV	40019	50721	YEL057C	0.77322	singletons	Singletons_in_SSDCluster
chrV	42167	53373	YEL056W	0.704176	SSD	SSD_in_SSDCluster
chrV	43470	56539	YEL055C	0.714668	singletons	Singletons_in_ComplementCluster
chrV	47149	57320	snR80	0.779963	singletons	Singletons_in_ComplementCluster
chrV	47720	58218	YEL054C	0.777291	WGD	WGD_in_WGDCluster
chrV	47907	58255	YEL053W-A	0.770487	WGD	WGD_in_WGDCluster
chrV	48900	61102	YEL053C	0.749959	singletons	Singletons_in_ComplementCluster
chrV	51570	63100	YEL052W	0.579792	singletons	Singletons_in_ComplementCluster
chrV	53377	64148	YEL051W	0.588803	singletons	Singletons_in_ComplementCluster
chrV	54548	64740	YEL050W-A	0.561813	singletons	Singletons_in_ComplementCluster
chrV	54669	65851	YEL050C	0.581202	singletons	Singletons_in_ComplementCluster
chrV	56351	66433	snR67	0.560206	singletons	Singletons_in_ComplementCluster
chrV	56698	66789	snR53	0.582301	singletons	Singletons_in_ComplementCluster
chrV	58727	69090	YEL049W	0.53527	SSD	SSD_in_SSDCluster
chrV	59708	70167	YEL048C	0.530835	singletons	Singletons_in_ComplementCluster
chrV	60384	71797	YEL047C	0.550775	WGD	WGD_in_WGDCluster
chrV	62628	73792	YEL046C	0.646632	singletons	Singletons_in_WGDCluster
chrV	63839	74265	YEL045C	0.727029	singletons	Singletons_in_WGDCluster
chrV	64756	75257	YEL044W	0.78783	singletons	Singletons_in_WGDCluster
chrV	65477	78348	YEL043W	0.74765	singletons	Singletons_in_WGDCluster
chrV	68770	80327	YEL042W	0.74509	SSD	SSD_in_WGDCluster
chrV	70943	82431	YEL041W	0.775157	WGD	WGD_in_WGDCluster
chrV	73052	84456	YEL040W	0.734391	SSD	SSD_in_WGDCluster
chrV	74635	84977	YEL039C	0.706827	WGD	WGD_in_WGDCluster
chrV	75461	86145	YEL038W	0.716211	singletons	Singletons_in_WGDCluster
chrV	76406	87603	YEL037C	0.742074	singletons	Singletons_in_WGDCluster
chrV	78049	89552	YEL036C	0.80266	SSD	SSD_in_WGDCluster
chrV	80044	90545	YEL035C	0.768974	singletons	Singletons_in_WGDCluster
chrV	80612	91215	YEL034C-A	0.810525	WGD	WGD_in_WGDCluster
chrV	80675	91149	YEL034W	0.808192	WGD	WGD_in_WGDCluster
chrV	81178	91598	YEL033W	0.810365	singletons	Singletons_in_WGDCluster
chrV	81936	94852	YEL032W	0.812248	singletons	Singletons_in_WGDCluster
chrV	82039	92201	YEL032C-A	0.827987	singletons	Singletons_in_WGDCluster
chrV	85257	98905	YEL031W	0.806785	SSD	SSD_in_WGDCluster
chrV	89582	99897	YEL030C-A	0.709161	WGD	WGD_in_WGDCluster
chrV	89643	101578	YEL030W	0.648261	WGD	WGD_in_WGDCluster
chrV	91857	102796	YEL029C	0.59649	SSD	SSD_in_WGDCluster
chrV	93667	104129	YEL028W	0.578092	singletons	Singletons_in_WGDCluster
chrV	95768	106251	YEL027W	0.633597	SSD	SSD_in_WGDCluster
chrV	96942	107323	YEL026W	0.559773	SSD	SSD_in_WGDCluster
chrV	97580	111147	YEL025C	0.575367	WGD	WGD_in_WGDCluster
chrV	102259	112907	YEL024W	0.733941	singletons	Singletons_in_WGDCluster
chrV	103503	115552	YEL023C	0.786206	singletons	Singletons_in_WGDCluster
chrV	106420	120800	YEL022W	0.732128	WGD	WGD_in_WGDCluster
chrV	111166	121970	YEL021W	0.818956	singletons	Singletons_in_WGDCluster
chrV	112182	122380	YEL020C-B	0.82624	singletons	Singletons_in_WGDCluster
chrV	112210	122474	YEL020W-A	0.8182	singletons	Singletons_in_WGDCluster
chrV	112666	123035	RPR1	0.778667	singletons	Singletons_in_WGDCluster
chrV	113616	125299	YEL020C	0.744757	SSD	SSD_in_WGDCluster
chrV	115497	126301	YEL019C	0.716309	singletons	Singletons_in_WGDCluster
chrV	116454	126988	YEL018C-A	0.71274	singletons	Singletons_in_WGDCluster
chrV	116470	127310	YEL018W	0.720849	singletons	Singletons_in_WGDCluster
chrV	117797	127929	YEL017C-A	0.741216	WGD	WGD_in_WGDCluster
